id,name,gpa,field_of_study,financial_aid,requirements
S8A005,Hunter Stein,2.63,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S4EFFB,Robert Chen,2.35,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SBFA1E,Alexis Cooper,2.49,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S1B719,Briana Ramirez,3.29,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
SF7249,John Gibson,3.24,Chemistry,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SA2883,Megan Horn,3.59,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S3E6D4,Erik Ford,2.71,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S80A4A,Jack Patrick,3.19,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SAE556,Melissa Bryant,3.14,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S68784,Anne Williams,2.53,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S67AB3,Gloria Harris,3.46,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SD17AB,Laura Tucker,2.37,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S5EFDA,Carl Perry,3.19,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SE61B6,David Clark,2.21,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SDFF84,Kevin Myers,3.64,History,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S9611C,Katherine Schmidt,2.42,Education,['Public Service Grant'],['Field of Study in Public Service']
S77ADE,Brian Williams,2.09,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S19226,Reginald Vargas,2.77,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB5CF6,Howard Rogers,2.33,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SDCC3F,Heidi Fields,2.21,IT,['STEM Excellence Award'],['Field of Study in STEM']
S58B15,Nathan Elliott,2.57,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SDC3A8,Mrs. Mary Daniels,2.52,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SA5234,Alyssa Vaughan,2.34,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S5E824,Colleen Pierce,3.54,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SBDCEB,Nicole Martin,3.27,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S52173,Shelby Gutierrez,2.47,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S6B98F,Tanya Hernandez,2.18,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SD3A28,Desiree Wright,2.71,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S87354,Jason Fisher,3.08,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S2C274,Andrew Beard,3.65,History,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S0B3F4,Stephanie Walker,2.43,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S10C94,Tony Mills,2.75,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S562BA,Melissa Werner,2.96,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S2C3E6,Sheena Hill,2.89,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S0EDB2,Samantha Green,3.1,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S82258,Nicholas Hughes,2.18,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SB6922,Allen Johnson,2.89,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S6EDD2,Seth Patel,2.56,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SBD8D6,David Wolf,2.57,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S4C9FD,Donna Lewis,2.84,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB64D3,Rachael Reid,2.07,IT,['STEM Excellence Award'],['Field of Study in STEM']
S03AD9,Julie Valentine,3.1,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S19AEA,Felicia Newman,2.02,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S4A6E2,Lisa Hernandez,3.08,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S716B0,James Ray,2.57,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S70018,Gary Wheeler,3.4,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SCCD47,Justin Morgan,3.69,English,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
SE18C2,Russell Garcia,3.47,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S68D1A,Ellen Rosario,3.51,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S405F7,John Aguilar,3.07,IT,['STEM Excellence Award'],['Field of Study in STEM']
SCCDB8,Hannah Flowers,3.98,History,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S08344,Sharon Harmon,3.75,Music,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S3D301,Julie Sharp,3.14,Education,['Public Service Grant'],['Field of Study in Public Service']
S4C413,Steven Lee,3.47,Music,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S7B6FE,Bryan Vega,3.16,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SE529C,Larry Thompson,3.36,History,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S6FEB7,Todd Walker,2.7,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S53CD5,Robin Dodson,3.8,Anthropology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S9B04D,Kathryn Ramos,3.46,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SB28F6,Danielle House,3.64,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S05878,Jacob White,2.31,IT,['STEM Excellence Award'],['Field of Study in STEM']
S5A325,Lisa Miller,2.41,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S01D02,Andrew White,2.02,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB88D4,Angela Boyd,2.12,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S0F2FD,Ashlee Wilkinson,3.66,IT,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S8B679,Larry Wade,3.89,Paralegal,"['Presidential Scholarship', 'Legal Studies Full Ride']","['GPA ≥ 3.8', 'Field of Study in Legal Studies']"
SEEA30,Joshua Williams,3.55,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S7B19F,Debra Perez,2.34,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S45E58,Melissa Charles,2.7,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SD4510,Roger Avila,3.1,Education,['Public Service Grant'],['Field of Study in Public Service']
S3EC75,Alexander Clark,2.11,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SB27A9,Pamela Hudson,2.35,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S2F788,Chad Reilly,2.17,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SC33BE,Jennifer Evans,3.41,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S4A1BD,Caleb Lyons,3.93,Economics,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
SB554F,Claudia Kim,2.94,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S771EE,Lisa Collins,3.38,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SD5A33,George Abbott,3.99,Mathematics,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SCB38B,Bethany Cruz,3.36,Sociology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S3AC31,Brandon Lynch,2.78,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S03F04,Nicholas Watson,3.5,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SC5AE1,William King,2.26,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8680A,Allen Mcintyre,2.88,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S83111,Brian Fisher,3.58,Education,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S71A70,Rachel Allen,3.61,Social Work,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S5F13D,Renee Bautista,3.6,Education,"[""Dean's Merit Scholarship"", 'Public Service Grant']","['GPA ≥ 3.6', 'Field of Study in Public Service']"
S5D4CF,Crystal Brown,2.62,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SFC7DF,Teresa Russell,2.02,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SEEF62,Dylan Gates,3.76,Mathematics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SB635A,Brandi Hill,3.07,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SADAC3,Ryan Norman,2.67,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S599B3,Leslie Cook,2.77,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S1869B,Eddie Mills,3.51,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S01F69,Kathryn Warner,2.61,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S6F849,Karen Mahoney,2.08,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SDF845,Tammy Miller,3.21,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S705BD,Karen Welch,2.84,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SAE523,Joshua Ward,3.34,Mathematics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SA4F3C,Jordan Burke,3.54,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S4F58F,Fernando Daniels,2.5,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S5A6A3,Jeremy Jackson,3.56,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S528BD,Dana Morrison,2.62,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S3E9EE,Janet Robinson,2.38,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S1DB94,Melanie Alvarez,3.21,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S22B31,Hayley Jackson,2.17,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S7D9D4,Barbara Cain,2.06,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S8CB3D,Jamie Pierce,3.89,Business,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
S37841,Andrea Jordan,3.51,Education,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
SD8C54,Cathy Simmons,3.41,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SF2BD7,Kathleen Gonzalez,3.2,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S483F5,James Jones,2.61,IT,['STEM Excellence Award'],['Field of Study in STEM']
S09C4E,Sarah Diaz,3.72,Anthropology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S18FD7,Mr. Robert Lambert,3.46,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S9A60D,Christine Hernandez,2.28,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SDDE98,Cynthia Robinson,2.48,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S1ECBF,Matthew Scott,2.59,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SC3746,Dean Reyes,2.07,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SD3020,Samantha Long,3.8,Engineering,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S0362D,Stephen Jimenez,2.39,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S55130,Stacy Green,2.79,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S7201C,Sara Wilson MD,3.78,Business,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
SA3DCA,Samantha Gilbert,3.49,Physics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SBD7A4,Joseph Henderson,2.52,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S4DB50,Jacqueline Smith,2.88,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SEC481,Robert Smith,3.0,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S3B21E,Jillian Williams,2.33,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S8651E,Kristen Webb,2.48,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SBB168,Renee Chandler,2.34,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S986A1,Shannon Figueroa,2.59,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S55DC0,Julie Valentine,3.93,Art,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
SB01CF,Veronica Evans,3.34,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SA64B5,Larry Peterson,2.88,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S31AEC,Joseph Lowe,3.61,Economics,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
S6B681,Jason Cobb,3.0,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S28544,Ashley Wright,3.92,English,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
SEB365,Mary Walsh,2.44,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S2DD9C,Benjamin Lopez,2.47,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S98BB6,Brian Brown,2.86,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S25C4C,Mr. Jonathan Ward,2.26,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S493AD,Deanna Lewis,2.83,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S947B9,Sonia Hardin,4.0,Economics,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
SCD80E,Brian Elliott,2.27,Education,['Public Service Grant'],['Field of Study in Public Service']
SC9893,David Walker,3.17,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S37034,Robert Benjamin,3.12,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S064CE,Alicia Roberson,2.8,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S05624,Julie Thompson,2.93,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SAEB9B,Robert Anderson,3.2,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S3E39C,Joseph Thompson,3.33,History,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SEC8FC,Alexander Johnson,2.19,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SF25BE,Travis Fischer,2.99,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S457F4,James Miller,2.32,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S92C80,Tammy Miller,2.32,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S0AD05,Tony Ferguson,3.33,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S4767D,Kari Holt,2.17,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S621E9,Jamie West,3.4,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SE68E6,Nathan Brooks,3.85,Art,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
